id,county,locality,agency,km
4824,Cluj,Turea,Huedin,36
4825,Cluj,Tureni,Cluj-Napoca,0
4826,Cluj,Turmasi,Cluj-Napoca,46
4827,Cluj,Unguras,Dej,0
4828,Cluj,Urca,Campia Turzii,0
4829,Cluj,Urisor,Dej,0
4830,Cluj,Vad,Dej,0
4831,Cluj,Vaida-Camaras,Cluj-Napoca,35
4832,Cluj,Valcele,Cluj-Napoca,0
4833,Cluj,Valcelele,Dej,30
4834,Cluj,Vale,Dej,35
4835,Cluj,Valea Agrisului,Campia Turzii,65
4836,Cluj,Valea Calda,Cluj-Napoca,0
4837,Cluj,Valea Caseielului,Dej,37
4838,Cluj,Valea Ciresoii,Dej,20
4839,Cluj,Valea Draganului,Huedin,30
4840,Cluj,Valea Florilor,Campia Turzii,0
4841,Cluj,Valea Garboului,Dej,0
4842,Cluj,Valea Grosilor,Dej,25
4843,Cluj,Valea Ierii,Floresti,42
4844,Cluj,Valea lui Cati,Campia Turzii,0
4845,Cluj,Valea lui Opris,Dej,32
4846,Cluj,Valea Luncii,Dej,0
4847,Cluj,Valea Ungurasului,Dej,0
4848,Cluj,Valea Vadului,Campia Turzii,0
4849,Cluj,Valeni (Caianu),Cluj-Napoca,65
4850,Cluj,Valeni (Calatele),Huedin,20
4851,Cluj,Valisoara ,Floresti,17
4852,Cluj,Vanatori,Huedin,30
4853,Cluj,Vechea,Cluj-Napoca,23
4854,Cluj,Viisoara,Campia Turzii,0
4855,Cluj,Visagu,Huedin,50
4856,Cluj,Visea,Dej,55
4857,Cluj,Vistea,Huedin,33
4858,Cluj,Vlaha,Floresti,0
4859,Cluj,Vultureni,Dej,61
4860,Cluj,Zorenii de Vale,Cluj-Napoca,52
4861,Constanta,2 Mai,Mangalia,0
4862,Constanta,23.Aug,Mangalia,15
4863,Constanta,Abrud,Cernavoda,55
4864,Constanta,Adamclisi,Cernavoda,55
4865,Constanta,Agigea,Constanta,0
4866,Constanta,Albesti,Mangalia,15
4867,Constanta,Aliman,Cernavoda,30
4868,Constanta,Almalau,Cernavoda,85
4869,Constanta,Amzacea,Constanta,50
4870,Constanta,Arsa,Mangalia,0
4871,Constanta,Aurora,Mangalia,0
4872,Constanta,Baltagesti,Cernavoda,26
4873,Constanta,Baneasa,Cernavoda,65
4874,Constanta,Baraganu,Cernavoda,60
4875,Constanta,Biruinta,Constanta,26
4876,Constanta,Brebeni,Cernavoda,45
4877,Constanta,Bugeac,Cernavoda,80
4878,Constanta,Calugareni,Harsova,50
4879,Constanta,Canlia,Cernavoda,80
4880,Constanta,Capidava,Cernavoda,25
4881,Constanta,Carvan,Cernavoda,75
4882,Constanta,Cascioarele,Mangalia,50
4883,Constanta,Casian,Constanta,20
4884,Constanta,Casicea,Mangalia,45
4885,Constanta,Castelu,Cernavoda,30
4886,Constanta,Cerchezu,Mangalia,45
4887,Constanta,Cernavoda,Cernavoda,0
4888,Constanta,Cetatea,Cernavoda,75
4889,Constanta,Cheia,Constanta,65
4890,Constanta,Chirnogeni,Mangalia,45
4891,Constanta,Ciobanita,Cernavoda,56
4892,Constanta,Ciobanu,Harsova,0
4893,Constanta,Ciocarlia,Cernavoda,45
4894,Constanta,Ciocarlia de Sus,Cernavoda,45
4895,Constanta,Closca,Harsova,20
4896,Constanta,Cobadin,Cernavoda,45
4897,Constanta,Cochirleni,Cernavoda,0
4898,Constanta,Cogealac,Constanta,60
4899,Constanta,Comana,Mangalia,45
4900,Constanta,Conacu,Cernavoda,50
4901,Constanta,Constanta,Constanta,0
4902,Constanta,Corbu,Constanta,35
4903,Constanta,Coroana,Mangalia,20
4904,Constanta,Coslugea,Cernavoda,75
4905,Constanta,Costinesti,Mangalia,20
4906,Constanta,Cotu Vaii,Mangalia,25
4907,Constanta,Crangu,Cernavoda,54
4908,Constanta,Credinta,Mangalia,55
4909,Constanta,Crisan,Harsova,25
4910,Constanta,Crucea,Harsova,30
4911,Constanta,Cuiugiuc,Cernavoda,78
4912,Constanta,Cumpana,Constanta,0
4913,Constanta,Curcani,Cernavoda,66
4914,Constanta,Cuza Voda,Cernavoda,0
4915,Constanta,Darabani,Mangalia,35
4916,Constanta,Deleni,Cernavoda,50
4917,Constanta,Dobromir,Cernavoda,60
4918,Constanta,Dobromiru din Deal,Cernavoda,65
4919,Constanta,Dorobantu,Constanta,55
4920,Constanta,Dropia,Cernavoda,37
4921,Constanta,Dulcesti,Mangalia,15
4922,Constanta,Dulgheru,Harsova,30
4923,Constanta,Dumbraveni,Mangalia,65
4924,Constanta,Dunarea,Cernavoda,0
4925,Constanta,Dunareni,Cernavoda,38
4926,Constanta,Eforie,Constanta,0
4927,Constanta,Eforie Nord,Constanta,0
4928,Constanta,Eforie Sud,Constanta,0
4929,Constanta,Esechioi,Cernavoda,95
4930,Constanta,Faclia,Cernavoda,0
4931,Constanta,Fantana Mare,Mangalia,65
4932,Constanta,Fantanele,Constanta,70
4933,Constanta,Faurei,Cernavoda,55
4934,Constanta,Floriile,Cernavoda,35
4935,Constanta,Furnica,Mangalia,65
4936,Constanta,Galbiori,Harsova,35
4937,Constanta,Galita,Cernavoda,75
4938,Constanta,Garliciu,Harsova,20
4939,Constanta,Garlita  ,Cernavoda,75
4940,Constanta,General Scarisoreanu,Constanta,60
4941,Constanta,Gherghina,Cernavoda,25
4942,Constanta,Ghindaresti,Harsova,20
4943,Constanta,Goruni,Cernavoda,70
4944,Constanta,Gradina,Constanta,20
4945,Constanta,Graniceru,Mangalia,37
4946,Constanta,Gura Dobrogei,Constanta,56
4947,Constanta,Hagieni,Mangalia,15
4948,Constanta,Harsova,Harsova,0
4949,Constanta,Hateg,Cernavoda,60
4950,Constanta,Horia,Harsova,20
4951,Constanta,Independenta,Mangalia,65
4952,Constanta,Ion Corvin,Cernavoda,40
4953,Constanta,Istria,Constanta,67
4954,Constanta,Ivrinezu Mare,Cernavoda,35
4955,Constanta,Ivrinezu Mic,Cernavoda,35
4956,Constanta,Izvoarele,Cernavoda,80
4957,Constanta,Izvoru Mare,Cernavoda,35
4958,Constanta,Jupiter,Mangalia,0
4959,Constanta,Lanurile,Constanta,61
4960,Constanta,Lazu,Constanta,0
4961,Constanta,Lespezi,Cernavoda,82
4962,Constanta,Limanu,Mangalia,0
4963,Constanta,Lipnita,Cernavoda,65
4964,Constanta,Lumina,Constanta,0
4965,Constanta,Luminita,Constanta,0
4966,Constanta,Magura,Mangalia,35
4967,Constanta,Mamaia,Constanta,0
4968,Constanta,Mamaia-Sat,Constanta,0
4969,Constanta,Mangalia,Mangalia,0
4970,Constanta,Medgidia,Cernavoda,0
4971,Constanta,Mereni,Constanta,50
4972,Constanta,Mihai Viteazu,Constanta,60
4973,Constanta,Mihail Kogalniceanu,Constanta,30
4974,Constanta,Miorita,Harsova,15
4975,Constanta,Mircea Voda,Cernavoda,0
4976,Constanta,Mireasa,Constanta,80
4977,Constanta,Miristea,Constanta,25
4978,Constanta,Mosneni,Mangalia,20
4979,Constanta,Movila Verde,Mangalia,55
4980,Constanta,Movilita,Constanta,20
4981,Constanta,Murfatlar,Constanta,25
4982,Constanta,Navodari,Constanta,0
4983,Constanta,Navodari Tabara,Constanta,0
4984,Constanta,Nazarcea,Cernavoda,26
4985,Constanta,Negresti,Cernavoda,65
4986,Constanta,Negru Voda,Mangalia,35
4987,Constanta,Negureni,Cernavoda,45
4988,Constanta,Neptun,Mangalia,0
4989,Constanta,Nicolae Balcescu,Constanta,35
4990,Constanta,Nisipari,Cernavoda,26
4991,Constanta,Nistoresti,Harsova,45
4992,Constanta,Nuntasi,Constanta,65
4993,Constanta,Oituz,Constanta,30
4994,Constanta,Olimp,Mangalia,0
4995,Constanta,Olteni,Mangalia,55
4996,Constanta,Oltina,Cernavoda,82
4997,Constanta,Osmancea,Constanta,57
4998,Constanta,Ostrov,Cernavoda,80
4999,Constanta,Ovidiu,Constanta,0
5000,Constanta,Padureni,Cernavoda,70
5001,Constanta,Palazu Mare,Constanta,0
5002,Constanta,Palazu Mic,Constanta,35
5003,Constanta,Pantelimon,Cernavoda,40
5004,Constanta,Pantelimon de Jos,Cernavoda,60
5005,Constanta,Pecineaga,Mangalia,20
5006,Constanta,Pelinu,Constanta,20
5007,Constanta,Pestera,Cernavoda,30
5008,Constanta,Petrosani,Cernavoda,61
5009,Constanta,Piatra,Constanta,45
5010,Constanta,Pietreni,Cernavoda,52
5011,Constanta,Plopeni,Mangalia,50
5012,Constanta,Poarta Alba,Cernavoda,25
5013,Constanta,Poiana,Constanta,20
5014,Constanta,Potarnichea,Constanta,30
5015,Constanta,Ramnicu de Jos,Constanta,75
5016,Constanta,Ramnicu de Sus,Constanta,25
5017,Constanta,Raristea,Cernavoda,45
5018,Constanta,Rasova,Cernavoda,25
5019,Constanta,Razoarele,Cernavoda,70
5020,Constanta,Remus Opreanu,Cernavoda,30
5021,Constanta,Runcu,Harsova,40
5022,Constanta,Sacele,Constanta,40
5023,Constanta,Saligny,Cernavoda,0
5024,Constanta,Sanatoriul Agigea,Constanta,0
5025,Constanta,Saraiu,Harsova,20
5026,Constanta,Satu Nou (Mircea Voda),Cernavoda,0
5027,Constanta,Satu Nou (Oltina),Cernavoda,70
5028,Constanta,Saturn,Mangalia,0
5029,Constanta,Schitu,Mangalia,20
5030,Constanta,Seimeni,Cernavoda,0
5031,Constanta,Seimenii Mici,Cernavoda,0
5032,Constanta,Sibioara,Constanta,25
5033,Constanta,Silistea,Cernavoda,0
5034,Constanta,Siminoc,Cernavoda,0
5035,Constanta,Sinoie,Constanta,75
5036,Constanta,Sipotele,Cernavoda,57
5037,Constanta,Siriu,Harsova,30
5038,Constanta,Statiunea Zoologica Marina Agigea,Constanta,0
5039,Constanta,Stefan cel Mare,Cernavoda,0
5040,Constanta,Stejaru,Harsova,24
5041,Constanta,Straja,Constanta,60
5042,Constanta,Strunga,Cernavoda,65
5043,Constanta,Stupina,Harsova,25
5044,Constanta,Targusor,Constanta,45
5045,Constanta,Tariverde,Constanta,60
5046,Constanta,Tataru,Mangalia,50
5047,Constanta,Techirghiol,Constanta,28
5048,Constanta,Tepes Voda,Cernavoda,27
5049,Constanta,Tibrinu,Cernavoda,27
5050,Constanta,Tichilesti,Harsova,20
5051,Constanta,Topalu,Cernavoda,25
5052,Constanta,Topraisar,Constanta,21
5053,Constanta,Tortoman,Cernavoda,25
5054,Constanta,Traian,Constanta,20
5055,Constanta,Tudor Vladimirescu,Cernavoda,63
5056,Constanta,Tufani,Cernavoda,68
5057,Constanta,Tuzla,Mangalia,25
5058,Constanta,Urluia,Cernavoda,50
5059,Constanta,Vadu   ,Constanta,35
5060,Constanta,Vadu Oii,Harsova,0
5061,Constanta,Valcelele,Mangalia,35
5062,Constanta,Valea Dacilor,Cernavoda,0
5063,Constanta,Valeni,Cernavoda,80
5064,Constanta,Valu lui Traian,Constanta,0
5065,Constanta,Vama Veche,Mangalia,0
5066,Constanta,Vanatori,Mangalia,25
5067,Constanta,Vartop,Mangalia,25
5068,Constanta,Venus,Mangalia,0
5069,Constanta,Veteranu,Cernavoda,46
5070,Constanta,Viile,Cernavoda,58
5071,Constanta,Viisoara,Cernavoda,40
5072,Constanta,Viroaga,Mangalia,50
5073,Constanta,Vlahii,Cernavoda,30
5074,Constanta,Vulturu,Harsova,35
5075,Constanta,Zorile,Cernavoda,57
