id,county,locality,agency,km
7265,Hunedoara,Lunca Cernii de Jos ,Hunedoara,60
7266,Hunedoara,Lunca Cernii de Sus,Hunedoara,60
7267,Hunedoara,Luncani,Hunedoara,25
7268,Hunedoara,Luncoiu de Jos,Deva,25
7269,Hunedoara,Luncoiu de Sus,Deva,35
7270,Hunedoara,Luncsoara,Deva,30
7271,Hunedoara,Lupeni,Petrosani,0
7272,Hunedoara,Maceu,Hateg,10
7273,Hunedoara,Mada,Deva,50
7274,Hunedoara,Magura,Deva,35
7275,Hunedoara,Magura-Toplita,Deva,0
7276,Hunedoara,Magureni,Deva,55
7277,Hunedoara,Malaiesti,Hateg,16
7278,Hunedoara,Manerau,Hunedoara,0
7279,Hunedoara,Martinesti,Deva,40
7280,Hunedoara,Meria,Hunedoara,55
7281,Hunedoara,Merisor (Banita),Petrosani,0
7282,Hunedoara,Merisor (Bucuresci),Deva,65
7283,Hunedoara,Merisoru de Munte,Deva,33
7284,Hunedoara,Mermezeu-Valeni,Deva,60
7285,Hunedoara,Mesteacan (Brad),Deva,40
7286,Hunedoara,Mesteacan (Rachitova),Hateg,21
7287,Hunedoara,Micanesti,Deva,60
7288,Hunedoara,Mihaiesti,Deva,40
7289,Hunedoara,Mihaileni,Deva,55
7290,Hunedoara,Mintia,Deva,0
7291,Hunedoara,Mosoru,Hunedoara,45
7292,Hunedoara,Muncelu Mare,Deva,35
7293,Hunedoara,Muncelu Mic,Deva,26
7294,Hunedoara,Nadastia de Jos,Hunedoara,0
7295,Hunedoara,Nadastia de Sus,Hunedoara,0
7296,Hunedoara,Nalatvad,Hateg,0
7297,Hunedoara,Nandru,Hunedoara,0
7298,Hunedoara,Negoiu,Hunedoara,64
7299,Hunedoara,Nojag,Deva,0
7300,Hunedoara,Nucsoara,Hateg,19
7301,Hunedoara,Obarsa,Deva,60
7302,Hunedoara,Ocisor,Deva,70
7303,Hunedoara,Ociu,Deva,65
7304,Hunedoara,Ocolisu Mare,Hunedoara,0
7305,Hunedoara,Ocolisu Mic,Hunedoara,21
7306,Hunedoara,Ohaba,Deva,45
7307,Hunedoara,Ohaba de sub Piatra,Hateg,0
7308,Hunedoara,Ohaba Streiului,Hunedoara,0
7309,Hunedoara,Ohaba-Ponor,Hateg,24
7310,Hunedoara,Ohaba-Sibisel,Hateg,15
7311,Hunedoara,Oprisesti,Deva,70
7312,Hunedoara,Orastie,Deva,0
7313,Hunedoara,Orastioara de Jos,Deva,35
7314,Hunedoara,Orastioara de Sus,Deva,40
7315,Hunedoara,Ormindea ,Deva,25
7316,Hunedoara,Ostrov,Hateg,13
7317,Hunedoara,Ostrovel,Hateg,16
7318,Hunedoara,Ostrovu Mic,Hateg,15
7319,Hunedoara,Paclisa,Hateg,0
7320,Hunedoara,Panc,Deva,40
7321,Hunedoara,Panc-Saliste,Deva,40
7322,Hunedoara,Paros,Hateg,15
7323,Hunedoara,Paucinesti,Hateg,21
7324,Hunedoara,Paulesti,Deva,70
7325,Hunedoara,Paulis,Deva,0
7326,Hunedoara,Pesteana,Hateg,14
7327,Hunedoara,Pestenita,Hateg,15
7328,Hunedoara,Pestera (Baita),Deva,25
7329,Hunedoara,Pestera (Petrosani),Petrosani,0
7330,Hunedoara,Pestera (Salasu de Sus),Hateg,0
7331,Hunedoara,Pestisu Mare,Hunedoara,0
7332,Hunedoara,Pestisu Mic,Hunedoara,0
7333,Hunedoara,Petreni,Deva,0
7334,Hunedoara,Petresti,Deva,60
7335,Hunedoara,Petrila,Petrosani,0
7336,Hunedoara,Petros,Petrosani,25
7337,Hunedoara,Petrosani,Petrosani,0
7338,Hunedoara,Piatra,Deva,60
7339,Hunedoara,Pischinti,Deva,40
7340,Hunedoara,Plai,Deva,80
7341,Hunedoara,Plop,Hunedoara,40
7342,Hunedoara,Plopi,Hateg,0
7343,Hunedoara,Podele,Deva,35
7344,Hunedoara,Poganesti,Deva,56
7345,Hunedoara,Poiana,Deva,65
7346,Hunedoara,Poiana Rachitelii,Deva,50
7347,Hunedoara,Poieni (Beriu),Deva,37
7348,Hunedoara,Poieni (Densus),Hateg,22
7349,Hunedoara,Poienita,Deva,70
7350,Hunedoara,Poienita Tomii,Deva,36
7351,Hunedoara,Poienita Voinii,Hunedoara,50
7352,Hunedoara,Pojoga,Deva,60
7353,Hunedoara,Ponor,Hateg,21
7354,Hunedoara,Popesti,Deva,0
7355,Hunedoara,Potingani,Deva,50
7356,Hunedoara,Pravaleni,Deva,70
7357,Hunedoara,Pricaz,Deva,30
7358,Hunedoara,Prihodiste (Bosorod),Hunedoara,34
7359,Hunedoara,Prihodiste (Vata de Jos),Deva,60
7360,Hunedoara,Pui,Hateg,18
7361,Hunedoara,Racastia,Hunedoara,0
7362,Hunedoara,Rachitaua,Deva,60
7363,Hunedoara,Rachitova,Hateg,17
7364,Hunedoara,Radulesti,Deva,30
7365,Hunedoara,Rapas,Deva,0
7366,Hunedoara,Rapoltel,Deva,25
7367,Hunedoara,Rapoltu Mare,Deva,0
7368,Hunedoara,Rascoala,Petrosani,0
7369,Hunedoara,Rau Alb,Hateg,13
7370,Hunedoara,Rau Barbat,Hateg,22
7371,Hunedoara,Rau de Mori ,Hateg,18
7372,Hunedoara,Rau Mic,Hateg,16
7373,Hunedoara,Reea,Hateg,0
7374,Hunedoara,Renghet,Deva,45
7375,Hunedoara,Ret,Deva,65
7376,Hunedoara,Ribicioara,Deva,60
7377,Hunedoara,Ribita,Deva,50
7378,Hunedoara,Risca,Deva,45
7379,Hunedoara,Risculita,Deva,55
7380,Hunedoara,Romos,Deva,40
7381,Hunedoara,Romosel,Deva,50
7382,Hunedoara,Roscani,Deva,40
7383,Hunedoara,Rosia,Deva,60
7384,Hunedoara,Rovina (Branisca),Deva,0
7385,Hunedoara,Rovina (Bucuresci),Deva,65
7386,Hunedoara,Ruda,Hunedoara,37
7387,Hunedoara,Ruda-Brad,Deva,30
7388,Hunedoara,Runcsor,Deva,33
7389,Hunedoara,Runcu Mare,Hunedoara,20
7390,Hunedoara,Runcu Mic,Deva,30
7391,Hunedoara,Rusesti,Deva,70
7392,Hunedoara,Rusi,Hunedoara,0
7393,Hunedoara,Rusor,Hateg,0
7394,Hunedoara,Sacamas,Deva,25
7395,Hunedoara,Sacaramb,Deva,35
7396,Hunedoara,Sacel,Hateg,0
7397,Hunedoara,Salasu de Jos,Hateg,10
7398,Hunedoara,Salasu de Sus,Hateg,13
7399,Hunedoara,Salatruc,Petrosani,0
7400,Hunedoara,Salciva,Deva,60
7401,Hunedoara,Saliste,Deva,27
7402,Hunedoara,Salistioara,Deva,30
7403,Hunedoara,Sancrai,Hunedoara,0
7404,Hunedoara,Sanpetru,Hateg,0
7405,Hunedoara,Santamaria de Piatra,Hunedoara,0
7406,Hunedoara,Santamaria-Orlea,Hateg,0
7407,Hunedoara,Santandrei,Deva,0
7408,Hunedoara,Santuhalm,Deva,0
7409,Hunedoara,Sarbi,Deva,35
7410,Hunedoara,Sarmizegetusa,Hateg,17
7411,Hunedoara,Saulesti,Deva,0
7412,Hunedoara,Sereca,Deva,34
7413,Hunedoara,Serel,Hateg,19
7414,Hunedoara,Sesuri,Deva,60
7415,Hunedoara,Sibisel (Beriu),Deva,36
7416,Hunedoara,Sibisel (Rau de Mori),Hateg,14
7417,Hunedoara,Silvasu de Jos,Hateg,0
7418,Hunedoara,Silvasu de Sus,Hateg,10
7419,Hunedoara,Simeria,Deva,0
7420,Hunedoara,Simeria Veche,Deva,0
7421,Hunedoara,Slatinioara,Petrosani,0
7422,Hunedoara,Socet,Hunedoara,27
7423,Hunedoara,Sohodol,Hunedoara,55
7424,Hunedoara,Soimus,Deva,0
7425,Hunedoara,Spini,Deva,0
7426,Hunedoara,Stancesti,Deva,53
7427,Hunedoara,Stancesti-Ohaba,Deva,35
7428,Hunedoara,Stanculesti,Deva,65
7429,Hunedoara,Stanija,Deva,64
7430,Hunedoara,Stauini,Deva,35
7431,Hunedoara,Stei,Hateg,19
7432,Hunedoara,Steia,Deva,56
7433,Hunedoara,Stejarel,Deva,35
7434,Hunedoara,Stoieneasa,Deva,0
7435,Hunedoara,Strei,Hunedoara,0
7436,Hunedoara,Strei-Sacel,Hunedoara,0
7437,Hunedoara,Streisangeorgiu,Hunedoara,0
7438,Hunedoara,Stretea,Deva,30
7439,Hunedoara,Subcetate,Hateg,0
7440,Hunedoara,Sulighete,Deva,25
7441,Hunedoara,Suseni,Hateg,18
7442,Hunedoara,Tamasasa,Deva,30
7443,Hunedoara,Tamasesti,Deva,53
7444,Hunedoara,Tampa,Deva,0
7445,Hunedoara,Taratel,Deva,40
7446,Hunedoara,Tarnava,Deva,0
7447,Hunedoara,Tarnava de Cris,Deva,55
7448,Hunedoara,Tarnavita,Deva,25
7449,Hunedoara,Tarnita,Deva,75
7450,Hunedoara,Tarsa,Hunedoara,32
7451,Hunedoara,Tatarasti,Deva,36
7452,Hunedoara,Tatarastii de Cris,Deva,55
7453,Hunedoara,Tebea,Deva,45
7454,Hunedoara,Techereu,Deva,70
7455,Hunedoara,Teiu,Deva,40
7456,Hunedoara,Teliucu Inferior,Hunedoara,0
7457,Hunedoara,Teliucu Superior,Hunedoara,0
7458,Hunedoara,Ticera,Deva,40
7459,Hunedoara,Tirici,Petrosani,0
7460,Hunedoara,Tisa,Deva,45
7461,Hunedoara,Tiulesti,Deva,59
7462,Hunedoara,Tomesti,Deva,70
7463,Hunedoara,Tomnatec,Deva,75
7464,Hunedoara,Toplita,Hunedoara,0
7465,Hunedoara,Toplita Muresului,Deva,0
7466,Hunedoara,Totesti,Hateg,0
7467,Hunedoara,Totia,Deva,0
7468,Hunedoara,Trestia,Deva,35
7469,Hunedoara,Turdas,Deva,0
7470,Hunedoara,Turmas,Deva,25
7471,Hunedoara,Tustea,Hateg,0
7472,Hunedoara,Uibaresti,Deva,46
7473,Hunedoara,Ulies,Deva,32
7474,Hunedoara,Ulm,Hunedoara,17
7475,Hunedoara,Unciuc,Hateg,12
7476,Hunedoara,Uric,Hateg,24
7477,Hunedoara,Uricani,Petrosani,0
7478,Hunedoara,Uroi,Deva,0
7479,Hunedoara,Ursici,Hunedoara,0
7480,Hunedoara,Vadu,Hateg,0
7481,Hunedoara,Vadu Dobrii,Hunedoara,41
7482,Hunedoara,Vaidei,Deva,40
7483,Hunedoara,Valari,Hunedoara,46
7484,Hunedoara,Valcele,Hateg,17
7485,Hunedoara,Valcelele Bune,Hateg,15
7486,Hunedoara,Valceluta,Hateg,18
7487,Hunedoara,Valea,Deva,64
7488,Hunedoara,Valea Arsului,Petrosani,25
7489,Hunedoara,Valea Babii,Hunedoara,65
7490,Hunedoara,Valea Bradului,Deva,45
7491,Hunedoara,Valea Daljii,Hateg,0
7492,Hunedoara,Valea de Brazi,Petrosani,35
7493,Hunedoara,Valea Lunga,Deva,34
7494,Hunedoara,Valea Lupului,Hateg,24
7495,Hunedoara,Valea Mare de Cris,Deva,50
7496,Hunedoara,Valea Nandrului,Hunedoara,0
7497,Hunedoara,Valea Poienii,Deva,50
7498,Hunedoara,Valea Sangeorgiului,Hunedoara,0
7499,Hunedoara,Valeni (Baia de Cris),Deva,50
7500,Hunedoara,Valeni (Geoagiu),Deva,50
7501,Hunedoara,Valioara,Hateg,15
7502,Hunedoara,Valisoara,Deva,35
7503,Hunedoara,Valisoara (Balsa),Deva,31
7504,Hunedoara,Varmaga,Deva,35
7505,Hunedoara,Vata de Jos,Deva,50
7506,Hunedoara,Vata de Sus,Deva,61
7507,Hunedoara,Vetel,Deva,0
7508,Hunedoara,Vica,Deva,40
7509,Hunedoara,Visca,Deva,50
7510,Hunedoara,Voia,Deva,60
7511,Hunedoara,Vorta,Deva,40
7512,Hunedoara,Vulcan,Petrosani,0
7513,Hunedoara,Zam,Deva,50
7514,Hunedoara,Zavoi,Hateg,12
7515,Hunedoara,Zdrapti,Deva,50
7516,Hunedoara,Zeicani,Hateg,22
7517,Ialomita,Adancata,Urziceni,25
7518,Ialomita,Albesti,Slobozia,25
7519,Ialomita,Alexeni,Urziceni,0
7520,Ialomita,Amara,Slobozia,0
7521,Ialomita,Amara Noua,Slobozia,0
7522,Ialomita,Andrasesti,Slobozia,0
7523,Ialomita,Armasesti,Urziceni,0
7524,Ialomita,Axintele,Urziceni,30
7525,Ialomita,Balaciu,Urziceni,0
7526,Ialomita,Baraganu,Fetesti,0
7527,Ialomita,Barbatescu,Urziceni,40
7528,Ialomita,Barbulesti,Urziceni,0
7529,Ialomita,Barcanesti,Urziceni,22
7530,Ialomita,Bataluri,Slobozia,25
7531,Ialomita,Bitina-Pamanteni,Urziceni,30
7532,Ialomita,Bitina-Ungureni,Urziceni,30
7533,Ialomita,Bora,Slobozia,0
7534,Ialomita,Boranesti,Urziceni,0
7535,Ialomita,Bordusani,Fetesti,0
7536,Ialomita,Borduselu,Slobozia,32
7537,Ialomita,Boteni,Urziceni,45
7538,Ialomita,Brazii,Urziceni,44
7539,Ialomita,Brosteni,Urziceni,0
7540,Ialomita,Bucsa,Slobozia,30
7541,Ialomita,Bucu,Slobozia,0
7542,Ialomita,Buesti,Slobozia,20
7543,Ialomita,Buliga,Fetesti,0
7544,Ialomita,Butoiu,Urziceni,22
7545,Ialomita,Catrunesti,Urziceni,30
7546,Ialomita,Cazanesti,Slobozia,30
7547,Ialomita,Cegani,Fetesti,0
7548,Ialomita,Chiroiu-Pamanteni,Urziceni,30
7549,Ialomita,Chiroiu-Satu Nou,Urziceni,30
7550,Ialomita,Chiroiu-Ungureni,Urziceni,30
7551,Ialomita,Ciocarlia,Urziceni,0
7552,Ialomita,Ciochina,Slobozia,27
7553,Ialomita,Ciulnita,Slobozia,0
7554,Ialomita,Cocora,Slobozia,44
7555,Ialomita,Colelia,Urziceni,40
7556,Ialomita,Condeesti,Urziceni,25
7557,Ialomita,Copuzu,Urziceni,0
7558,Ialomita,Cosambesti,Slobozia,0
7559,Ialomita,Cosereni,Urziceni,0
7560,Ialomita,Cotorca,Urziceni,0
7561,Ialomita,Crasanii de Jos,Urziceni,0
7562,Ialomita,Crasanii de Sus,Urziceni,0
7563,Ialomita,Crunti,Slobozia,35
7564,Ialomita,Dragoesti,Urziceni,30
7565,Ialomita,Dridu,Urziceni,33
7566,Ialomita,Dridu-Snagov,Urziceni,33
7567,Ialomita,Dumitresti,Slobozia,30
7568,Ialomita,Facaeni,Fetesti,23
7569,Ialomita,Fetesti,Fetesti,0
7570,Ialomita,Fetesti-Gara,Fetesti,0
7571,Ialomita,Fierbintii de Jos,Urziceni,33
7572,Ialomita,Fierbintii de Sus,Urziceni,33
7573,Ialomita,Fierbinti-Targ,Urziceni,33
7574,Ialomita,Fratilesti,Slobozia,25
7575,Ialomita,Fundata,Slobozia,0
7576,Ialomita,Garbovi,Urziceni,20
7577,Ialomita,Gheorghe Doja,Slobozia,20
7578,Ialomita,Gheorghe Lazar,Slobozia,0
7579,Ialomita,Gimbasani,Slobozia,0
7580,Ialomita,Giurgeni,Slobozia,50
7581,Ialomita,Grecii de Jos,Urziceni,35
7582,Ialomita,Grindasi,Urziceni,25
7583,Ialomita,Grindu,Urziceni,30
7584,Ialomita,Grivita,Slobozia,21
7585,Ialomita,Gura Ialomitei,Slobozia,40
7586,Ialomita,Gura Vaii,Slobozia,0
7587,Ialomita,Hagieni,Slobozia,38
7588,Ialomita,Hagiesti,Urziceni,40
7589,Ialomita,Horia,Urziceni,40
7590,Ialomita,Iazu,Slobozia,20
7591,Ialomita,Ion Ghica,Slobozia,0
7592,Ialomita,Ion Roata,Urziceni,20
7593,Ialomita,Ivanesti,Slobozia,0
7594,Ialomita,Jilavele,Urziceni,0
7595,Ialomita,Lacusteni,Slobozia,30
7596,Ialomita,Lilieci,Urziceni,0
7597,Ialomita,Livedea,Urziceni,30
7598,Ialomita,Luciu,Slobozia,45
7599,Ialomita,Maia,Urziceni,35
7600,Ialomita,Maltezi,Fetesti,0
7601,Ialomita,Malu,Urziceni,22
7602,Ialomita,Malu Rosu,Urziceni,0
7603,Ialomita,Manasia,Urziceni,0
7604,Ialomita,Marculesti,Slobozia,0
7605,Ialomita,Marsilieni,Slobozia,25
7606,Ialomita,Mihail Kogalniceanu,Slobozia,25
7607,Ialomita,Milosesti,Slobozia,35
7608,Ialomita,Mircea cel Batran,Slobozia,40
7609,Ialomita,Misleanu,Slobozia,0
7610,Ialomita,Moldoveni,Urziceni,0
7611,Ialomita,Movila,Fetesti,25
7612,Ialomita,Movileanca,Urziceni,45
7613,Ialomita,Movilita,Urziceni,20
7614,Ialomita,Munteni-Buzau,Urziceni,35
7615,Ialomita,Murgeanca,Slobozia,35
7616,Ialomita,Nenisori,Urziceni,0
7617,Ialomita,Nicolesti,Slobozia,30
7618,Ialomita,Ograda,Slobozia,0
7619,Ialomita,Orboesti,Slobozia,0
7620,Ialomita,Orezu,Slobozia,30
7621,Ialomita,Paltinisu,Slobozia,0
7622,Ialomita,Patru Frati,Urziceni,0
7623,Ialomita,Perieti,Slobozia,0
7624,Ialomita,Piersica,Slobozia,35
7625,Ialomita,Platonesti,Slobozia,35
7626,Ialomita,Poiana,Slobozia,0
7627,Ialomita,Progresu,Fetesti,25
7628,Ialomita,Rasi,Urziceni,55
7629,Ialomita,Rasimnicea,Urziceni,45
7630,Ialomita,Retezatu,Fetesti,17
7631,Ialomita,Reviga,Slobozia,40
7632,Ialomita,Rosiori,Urziceni,25
7633,Ialomita,Rovine,Slobozia,50
7634,Ialomita,Salcioara,Urziceni,40
7635,Ialomita,Sarateni,Urziceni,0
7636,Ialomita,Saveni,Slobozia,25
7637,Ialomita,Scanteia,Slobozia,25
7638,Ialomita,Sfantu Gheorghe,Urziceni,0
7639,Ialomita,Sinesti,Urziceni,25
7640,Ialomita,Sintesti,Urziceni,0
7641,Ialomita,Slatioarele,Urziceni,0
7642,Ialomita,Slobozia,Slobozia,0
7643,Ialomita,Slobozia Noua,Slobozia,0
7644,Ialomita,Smirna,Slobozia,30
7645,Ialomita,Stejaru,Slobozia,0
7646,Ialomita,Stelnica,Fetesti,0
7647,Ialomita,Suditi,Slobozia,20
7648,Ialomita,Tandarei,Slobozia,0
7649,Ialomita,Tovarasia,Slobozia,35
7650,Ialomita,Traian,Slobozia,25
7651,Ialomita,Urziceni,Urziceni,0
7652,Ialomita,Valea Bisericii,Urziceni,25
7653,Ialomita,Valea Ciorii,Slobozia,30
7654,Ialomita,Valea Macrisului,Urziceni,20
7655,Ialomita,Vladeni,Fetesti,25
7656,Ialomita,Vlasca,Fetesti,0
7657,Iasi,Albesti,Targu Frumos,0
7658,Iasi,Alexandru cel Bun,Iasi,46
7659,Iasi,Alexandru I. Cuza,Pascani,30
7660,Iasi,Alexeni,Iasi,41
7661,Iasi,Alexesti,Iasi,44
7662,Iasi,Andrieseni,Iasi,63
7663,Iasi,Arama,Targu Frumos,43
7664,Iasi,Aroneanu,Iasi,0
7665,Iasi,Avantu,Iasi,26
7666,Iasi,Bacu,Iasi,35
7667,Iasi,Badeni,Targu Frumos,34
7668,Iasi,Bahluiu,Targu Frumos,0
7669,Iasi,Baiceni (Cucuteni),Targu Frumos,0
7670,Iasi,Baiceni (Todiresti),Pascani,20
7671,Iasi,Balciu,Iasi,0
7672,Iasi,Bals,Targu Frumos,0
7673,Iasi,Baltati,Targu Frumos,0
7674,Iasi,Balteni,Iasi,30
7675,Iasi,Balusesti,Vaslui,60
7676,Iasi,Banu,Iasi,0
7677,Iasi,Barbatesti,Targu Frumos,0
7678,Iasi,Barlesti,Targu Frumos,32
7679,Iasi,Barnova,Iasi,0
7680,Iasi,Belcesti,Targu Frumos,28
7681,Iasi,Bivolari,Iasi,45
7682,Iasi,Blaga,Iasi,25
7683,Iasi,Boatca,Roman,30
7684,Iasi,Bocnita,Targu Frumos,35
7685,Iasi,Bodesti,Iasi,32
7686,Iasi,Bogdanesti,Iasi,0
7687,Iasi,Bogonos,Iasi,0
7688,Iasi,Bohotin,Iasi,38
7689,Iasi,Boldesti,Pascani,20
7690,Iasi,Borosesti,Iasi,33
7691,Iasi,Borosoaia,Iasi,61
7692,Iasi,Borsa,Iasi,30
7693,Iasi,Bosia,Iasi,0
7694,Iasi,Bosteni (Pascani),Pascani,0
7695,Iasi,Boureni (Bals),Targu Frumos,0
7696,Iasi,Boureni (Motca),Pascani,15
7697,Iasi,Bradicesti,Iasi,47
7698,Iasi,Braesti,Targu Frumos,0
7699,Iasi,Bran,Iasi,27
7700,Iasi,Bratesti,Pascani,0
7701,Iasi,Bratuleni,Iasi,0
7702,Iasi,Bratulesti,Targu Frumos,0
7703,Iasi,Breazu,Iasi,0
7704,Iasi,Brosteni,Iasi,48
7705,Iasi,Buda (Braesti),Targu Frumos,0
7706,Iasi,Buda (Lespezi),Pascani,20
7707,Iasi,Budai,Targu Frumos,0
7708,Iasi,Budesti,Iasi,0
7709,Iasi,Buhaeni,Iasi,63
7710,Iasi,Buhalnita,Targu Frumos,25
7711,Iasi,Bulbucani,Iasi,38
7712,Iasi,Bursuc-Deal,Pascani,15
7713,Iasi,Bursuc-Vale,Pascani,15
7714,Iasi,Buruienesti,Iasi,53
7715,Iasi,Butea,Targu Frumos,25
7716,Iasi,Buzdug,Roman,30
7717,Iasi,Buznea,Targu Frumos,0
7718,Iasi,Carbunari,Iasi,0
7719,Iasi,Carjoaia,Targu Frumos,22
7720,Iasi,Carlig,Iasi,0
7721,Iasi,Carniceni,Iasi,25
7722,Iasi,Cauesti,Iasi,33
7723,Iasi,Ceplenita,Targu Frumos,20
7724,Iasi,Cercu,Iasi,0
7725,Iasi,Chicerea,Iasi,0
7726,Iasi,Chilisoaia,Iasi,0
7727,Iasi,Chiperesti,Iasi,0
7728,Iasi,Chiscareni,Iasi,56
7729,Iasi,Cilibiu,Iasi,0
7730,Iasi,Cioca-Boca,Iasi,33
7731,Iasi,Ciocarlesti,Iasi,0
7732,Iasi,Ciohorani,Pascani,29
7733,Iasi,Ciortesti,Iasi,40
7734,Iasi,CIRESENI,Targu Frumos,28
7735,Iasi,Ciurbesti,Iasi,0
7736,Iasi,Ciurea,Iasi,0
7737,Iasi,Coada Stancii,Iasi,0
7738,Iasi,Coarnele Caprei ,Targu Frumos,41
7739,Iasi,Coasta Magurii,Targu Frumos,25
7740,Iasi,Cogeasca,Iasi,0
7741,Iasi,Coltu Cornii,Iasi,75
7742,Iasi,Comarna,Iasi,0
7743,Iasi,Contesti,Pascani,0
7744,Iasi,Corcodel,Iasi,0
7745,Iasi,Cornesti,Iasi,0
7746,Iasi,Coropceni,Iasi,35
7747,Iasi,Cositeni,Targu Frumos,0
7748,Iasi,Costesti,Targu Frumos,0
7749,Iasi,Costuleni,Iasi,28
7750,Iasi,Cotargaci,Targu Frumos,0
7751,Iasi,Cotnari,Targu Frumos,0
7752,Iasi,Cotu lui Ivan,Iasi,0
7753,Iasi,Cotu Morii,Iasi,0
7754,Iasi,Covasna,Iasi,33
7755,Iasi,Cozia,Iasi,32
7756,Iasi,Cozmesti,Iasi,63
7757,Iasi,Cozmesti (Stolniceni-Prajescu),Pascani,0
7758,Iasi,Cristesti,Pascani,15
7759,Iasi,Cristesti (Braesti),Targu Frumos,0
7760,Iasi,Cristesti (Holboca),Iasi,0
7761,Iasi,Crivesti (Strunga),Targu Frumos,0
7762,Iasi,Crivesti (Vanatori),Pascani,15
7763,Iasi,Crucea,Targu Frumos,22
7764,Iasi,Cucova,Targu Frumos,0
7765,Iasi,Cucuteni,Targu Frumos,0
7766,Iasi,Cucuteni (Letcani),Iasi,0
7767,Iasi,Curagau,Iasi,0
7768,Iasi,Curaturi,Iasi,0
7769,Iasi,Cuza Voda (Ipatele),Iasi,43
7770,Iasi,Cuza Voda (Popricani),Iasi,0
7771,Iasi,Dadesti,Targu Frumos,0
7772,Iasi,Dagata,Roman,40
7773,Iasi,Dancas,Iasi,0
7774,Iasi,Dancu,Iasi,0
7775,Iasi,Deleni,Targu Frumos,30
7776,Iasi,Deleni (Ciortesti),Iasi,38
7777,Iasi,Dobrovat,Iasi,32
7778,Iasi,Dolhesti,Iasi,47
7779,Iasi,Domnita,Iasi,31
7780,Iasi,Dorobant,Iasi,0
7781,Iasi,Doroscani,Targu Frumos,37
7782,Iasi,Draganesti,Iasi,60
7783,Iasi,Draguseni,Iasi,32
7784,Iasi,Dumbrava (Ciurea),Iasi,0
7785,Iasi,Dumbrava (Lespezi),Pascani,15
7786,Iasi,Dumbravita,Pascani,0
7787,Iasi,Dumesti,Iasi,0
7788,Iasi,Dumitrestii Galatii,Iasi,0
7789,Iasi,Erbiceni,Targu Frumos,30
7790,Iasi,Fagat,Targu Frumos,35
7791,Iasi,Fantanele,Iasi,60
7792,Iasi,Fantanele (Andrieseni),Iasi,60
7793,Iasi,Farcaseni,Targu Frumos,0
7794,Iasi,Fedeleseni,Targu Frumos,20
7795,Iasi,Feredeni,Targu Frumos,38
7796,Iasi,Fetesti,Targu Frumos,33
7797,Iasi,Filiasi,Targu Frumos,0
7798,Iasi,Focuri,Iasi,45
7799,Iasi,Forasti,Iasi,40
7800,Iasi,Frasuleni,Iasi,26
7801,Iasi,Frenciugi,Iasi,37
7802,Iasi,Frumusica,Targu Frumos,48
7803,Iasi,Ganesti,Targu Frumos,0
7804,Iasi,Garbesti,Iasi,40
7805,Iasi,Gastesti,Pascani,0
7806,Iasi,Gaureni,Iasi,0
7807,Iasi,Giurgesti,Targu Frumos,0
7808,Iasi,Glavanesti,Iasi,65
7809,Iasi,Glodenii Gandului,Iasi,49
7810,Iasi,Goesti,Targu Frumos,25
7811,Iasi,Golaiesti,Iasi,0
7812,Iasi,Gorban,Iasi,35
7813,Iasi,Goruni,Iasi,0
7814,Iasi,Gradinari,Iasi,0
7815,Iasi,Grajduri,Iasi,0
7816,Iasi,Griesti,Iasi,50
7817,Iasi,Gropnita,Iasi,38
7818,Iasi,Grozesti,Iasi,52
7819,Iasi,Gura Badilitei,Pascani,15
7820,Iasi,Gura Bohotin,Iasi,45
7821,Iasi,Gura Vaii,Targu Frumos,0
7822,Iasi,Habasesti,Targu Frumos,0
7823,Iasi,Hadambu,Iasi,0
7824,Iasi,Halaucesti,Pascani,20
7825,Iasi,Halceni,Iasi,52
7826,Iasi,Handresti,Targu Frumos,25
7827,Iasi,Harlau,Targu Frumos,0
7828,Iasi,Harmaneasa,Pascani,15
7829,Iasi,Harmanesti,Pascani,0
7830,Iasi,Harmanestii Noi,Pascani,0
7831,Iasi,Harmanestii Vechi,Pascani,0
7832,Iasi,Harpasesti,Targu Frumos,27
7833,Iasi,Hartoape,Pascani,20
7834,Iasi,Heci,Pascani,15
7835,Iasi,Helesteni,Pascani,15
7836,Iasi,Hermeziu,Iasi,35
7837,Iasi,Hilita,Iasi,28
7838,Iasi,Hlincea,Iasi,0
7839,Iasi,Hodora,Targu Frumos,20
7840,Iasi,Hoisesti,Iasi,0
7841,Iasi,Holboca,Iasi,0
7842,Iasi,Holm,Targu Frumos,25
7843,Iasi,Homita,Pascani,20
7844,Iasi,Horlesti,Iasi,0
7845,Iasi,Horlesti (Rediu),Iasi,0
7846,Iasi,Horodistea,Targu Frumos,23
7847,Iasi,Horpaz,Iasi,0
7848,Iasi,Humosu,Pascani,30
7849,Iasi,Iacobeni,Iasi,46
7850,Iasi,Iasi,Iasi,0
7851,Iasi,Iazu Nou,Iasi,52
7852,Iasi,Iazu Vechi,Iasi,52
7853,Iasi,Icuseni,Iasi,0
7854,Iasi,Iepureni (Andrieseni),Iasi,20
7855,Iasi,Iepureni (Movileni),Iasi,28
7856,Iasi,Ion Neculce,Targu Frumos,0
7857,Iasi,Iorcani,Pascani,19
7858,Iasi,Iosupeni,Targu Frumos,20
7859,Iasi,Ipatele,Iasi,45
7860,Iasi,Isaiia,Iasi,38
7861,Iasi,Iugani,Roman,29
